event_id,match_date,tournament_name,ground_type,home_player_id,home_player_name,away_player_id,away_player_name,winner,home_odds,away_odds,home_vote_percentage,away_vote_percentage
14762085,2025-10-09,"Shanghai, China",Hardcourt outdoor,170946,Zizou Bergs,14882,Novak Djokovic,0,2.0,2.0,0.1737093352192362,0.8262906647807637
14762041,2025-10-10,"Shanghai, China",Hardcourt outdoor,63606,Arthur Rinderknech,192013,Felix Auger-Aliassime,1,2.0,2.0,0.18391890190152374,0.8160810980984763
