event_id,match_date,tournament_name,tournament_importance,ground_type,home_player_id,home_player_name,away_player_id,away_player_name,winner,match_format,month,day,home_advantage,home_odds,away_odds,odds_ratio,h2h_home_wins,h2h_away_wins,h2h_total,h2h_home_win_rate,h2h_confidence_lower,h2h_confidence_upper,home_vote_percentage,away_vote_percentage,home_age,home_height,home_weight,home_plays,home_turned_pro,home_prize_total,home_country,home_official_rank,home_live_rank,home_utr_rank,home_official_rank_norm,home_live_rank_norm,home_utr_rank_norm,home_win_rate_hard,home_win_rate_clay,home_win_rate_grass,home_win_rate_carpet,home_ace_per_match,home_double_fault_per_match,home_first_serve_percentage,home_break_point_conversion,home_return_points_won_percentage,home_total_matches,home_win_rate,home_recent_form,home_surface_performance,home_avg_opponent_rank,home_tiebreak_win_rate,home_recent_momentum,away_age,away_height,away_weight,away_plays,away_turned_pro,away_prize_total,away_country,away_official_rank,away_live_rank,away_utr_rank,away_official_rank_norm,away_live_rank_norm,away_utr_rank_norm,away_win_rate_hard,away_win_rate_clay,away_win_rate_grass,away_win_rate_carpet,away_ace_per_match,away_double_fault_per_match,away_first_serve_percentage,away_break_point_conversion,away_return_points_won_percentage,away_total_matches,away_win_rate,away_recent_form,away_surface_performance,away_avg_opponent_rank,away_tiebreak_win_rate,away_recent_momentum,rank_difference,age_difference,height_difference,ace_per_match_difference,double_fault_per_match_difference,first_serve_percentage_difference,break_point_conversion_difference,return_points_won_percentage_difference,surface_performance_difference,recent_form_difference,momentum_difference
14807106,2025-10-09,"Valencia, Spain",0.4,Red clay,131566,Sumit Nagal,208225,Henri Squire,0,3,10,9,0.05,1.9100000000000001,1.8,1.0611111111111111,1,1,2,0.5,0.09452865480086611,0.905471345199134,0.5450643776824035,0.45493562231759654,,1.78,69.0,right-handed,2015,1411621,India,289,258,172,0.15000539971184254,0.15260280290771264,0.16266789726639153,0.5,0.5,0.5,0.5,3.0818809597309214,3.813092192845293,0.650793231806142,0.5855104342569135,0.3850354234147686,10,1.0,1.0,1.0,343.5,0.5,0.45666666666666667,,1.96,82.0,right-handed,,420414,Germany,329,262,190,0.14714412923983466,0.15224536402245506,0.16007622004474806,0.5,0.5,0.5,0.5,3.0832795372032873,2.760201122292836,0.5705545978790343,0.409882704943335,0.2658116495627579,10,1.0,1.0,1.0,366.85,0.25,0.45666666666666667,40,0,0.17999999999999994,0.001398577472365936,-1.052891070552457,-0.08023863392710773,-0.1756277293135785,-0.11922377385201072,0.0,0.10936016822503392,0.081423897574597
14807188,2025-10-09,"Fairfield, USA",0.4,Hardcourt outdoor,202572,Marek Gengel,338420,Edward Winter,0,3,10,9,0.05,2.5,1.5,1.6666666666666667,0,1,1,0.0,0.0,0.7934567085261071,0.5340282035561006,0.46597179644389947,,1.85,80.0,right-handed,,221010,Czechia,245,270,499,0.15381637947836746,0.15155138701553994,0.13864614076027743,0.5,0.5,0.5,0.5,4.985243897707526,2.058436723892318,0.6524135842071157,0.5366758831633887,0.2930298488494994,10,1.0,1.0,1.0,299.5,0.75,0.45666666666666667,,1.78,73.0,right-handed,,149366,Australia,536,520,299,0.1372846762411904,0.1378582299053192,0.14924385065658582,0.5,0.5,0.5,0.5,4.808434443495157,2.450567096334545,0.729554809303606,0.3234470398429732,0.27496014270516556,10,1.0,1.0,1.0,550.25,0.5,0.45666666666666667,291,0,-0.07000000000000006,-0.1768094542123686,0.39213037244222715,0.07714122509649024,-0.21322884332041547,-0.01806970614433384,0.0,-0.030628843203343692,-0.02024616801473733
14807181,2025-10-09,"Fairfield, USA",0.4,Hardcourt outdoor,398771,Roger Pascual Ferra,307383,Abdullah Shelbayh,0,3,10,9,0.05,4.0,1.22,3.278688524590164,0,1,1,0.0,0.0,0.7934567085261071,0.1091314031180401,0.89086859688196,,1.7,68.0,left-handed,,9436,Spain,819,756,246,0.1297339246849687,0.13109525115093765,0.15372006706752375,0.5,0.5,0.5,0.5,7.017179647104793,2.0115699998342964,0.7459465828048553,0.4631674519215683,0.3321271408777693,10,1.0,1.0,1.0,748.6666666666666,0.0,0.45666666666666667,,1.8,73.0,left-handed,,559939,Jordan,302,275,241,0.14902181298012263,0.15113111595361878,0.1542068333451603,0.5,0.5,0.5,0.5,6.51487052577645,2.5761960896400975,0.630946208581861,0.4778325096601078,0.4141544617204087,10,1.0,1.0,1.0,315.8333333333333,0.0,0.45666666666666667,-517,0,0.10000000000000009,-0.5023091213283433,0.5646260898058011,-0.11500037422299425,0.014665057738539544,0.08202732084263942,0.0,0.024625441733222453,-0.11659116611616716
14807192,2025-10-09,"Fairfield, USA",0.4,Hardcourt outdoor,335632,Daniel Milavsky,50901,Dmitry Popko,1,3,10,9,0.05,2.63,1.44,1.8263888888888888,1,0,1,1.0,0.20654329147389294,1.0,0.08595505617977528,0.9140449438202247,,1.93,91.0,right-handed,,26385,USA,435,414,495,0.14133584359069573,0.14233120923818854,0.1388010247062636,0.5,0.5,0.5,0.5,6.877764877348563,2.0216675222966267,0.5975013746390994,0.5016408550021568,0.3335880030617488,10,1.0,1.0,1.0,567.5714285714286,0.8,0.45666666666666667,,1.91,87.0,right-handed,2012,807464,Kazakhstan,214,218,316,0.1570851033117767,0.15662945779820941,0.1480222258908629,0.5,0.5,0.5,0.5,7.3448523230580935,3.2044306491721306,0.5677961638428014,0.5987178131029081,0.3769076657241982,10,1.0,1.0,1.0,312.75,0.6666666666666666,0.45666666666666667,-221,0,-0.020000000000000018,0.46708744570953087,1.182763126875504,-0.029705210796297954,0.09707695810075123,0.04331966266244941,0.0,-0.13999203195048693,-0.10854382353605585
14807179,2025-10-10,"Fairfield, USA",0.4,Hardcourt outdoor,131442,Michael Mmoh,393595,Jay Dylan Hara Friend,0,3,10,10,0.05,1.62,2.2,0.7363636363636363,0,1,1,0.0,0.0,0.7934567085261071,0.7918263090676884,0.2081736909323116,,1.88,90.0,right-handed,2016,2021037,USA,321,315,100,0.1476790511526684,0.14809170570787283,0.1784067150181842,0.5,0.5,0.5,0.5,4.120736005186986,3.3231298763280943,0.6561961718477419,0.356903184767842,0.3820529562325121,10,1.0,1.0,1.0,345.65,0.5,0.45666666666666667,,,,,,12077,Japan,743,676,273,0.13139402679128867,0.13304607663517715,0.15129802062677777,0.5,0.5,0.5,0.5,3.0837763584979028,3.875256245189453,0.5637960538455279,0.4241720244241893,0.4399426821480995,10,1.0,1.0,1.0,576.3684210526316,0.0,0.45666666666666667,422,0,0.0,-1.0369596466890831,0.5521263688613587,-0.09240011800221404,0.06726883965634728,0.05788972591558739,0.0,-0.13933867749659656,-0.03180039680996016
14807167,2025-10-09,"Cali, Colombia",0.4,Red clay,48225,Daniel Dutra Da Silva,315774,Juan Bautista Torres,0,3,10,9,0.05,2.63,1.44,1.8263888888888888,1,3,4,0.25,0.045586062644636216,0.6993639475573634,0.43653846153846154,0.5634615384615385,,1.73,73.0,left-handed,2007,364003,Brazil,348,358,347,0.14593847787651962,0.14533757805921274,0.14599979299094626,0.5,0.5,0.5,0.5,3.2980500813998974,3.114543219812194,0.6582856272681061,0.3199121265366542,0.335601164323426,10,1.0,1.0,1.0,374.3,0.0,0.45666666666666667,,1.78,73.0,right-handed,,160150,Argentina,418,418,346,0.1421366838347464,0.1421366838347464,0.14606133682858627,0.5,0.5,0.5,0.5,5.227467206323244,3.4730734034268083,0.5561489771698613,0.3385250497629026,0.41418570988984094,10,1.0,1.0,1.0,503.94444444444446,0.5,0.45666666666666667,70,0,0.050000000000000044,1.9294171249233463,0.3585301836146142,-0.1021366500982448,0.018612923226248412,0.07858454556641492,0.0,0.026703486580133107,0.0336074110471028
14807166,2025-10-09,"Cali, Colombia",0.4,Red clay,204776,Mateus Alves,146040,Federico Agustin Gomez,1,3,10,9,0.05,2.75,1.4,1.9642857142857144,1,0,1,1.0,0.20654329147389294,1.0,0.17136498516320475,0.8286350148367952,,1.93,88.0,right-handed,,199963,Brazil,462,428,345,0.14014307420143185,0.14166065278842074,0.14612311092937816,0.5,1.0,0.5,0.5,7.1699660148624895,3.616465222931949,0.6419832929410298,0.3752881204864015,0.29533908115442725,10,1.0,1.0,1.0,476.0,0.0,0.45666666666666667,,1.91,95.0,right-handed,,524260,Argentina,208,202,162,0.15778997891987878,0.1585221249269378,0.16426844766503834,0.5,0.5,0.5,0.5,7.712988999602214,3.205809392857861,0.6563718218119204,0.4519141602777835,0.3693590564039256,10,1.0,1.0,1.0,279.7,0.5,0.45666666666666667,-254,0,-0.020000000000000018,0.5430229847397241,-0.41065583007408835,0.014388528870890593,0.07662603979138205,0.07401997524949833,0.0,0.10644208415556022,0.03223794186909651
14807172,2025-10-09,"Cali, Colombia",0.4,Red clay,240797,Franco Roncadelli,187218,Nicolas Mejia,0,3,10,9,0.05,2.2,1.62,1.3580246913580247,0,1,1,0.0,0.0,0.7934567085261071,0.12258420762009939,0.8774157923799006,,1.85,73.0,left-handed,,98086,Uruguay,401,368,355,0.1429804854364357,0.14475796092064028,0.14551555002905955,0.5,0.5,0.5,0.5,7.904785958881201,3.2178267433115484,0.6509424902343349,0.5907425188983364,0.34918190684395906,10,1.0,1.0,1.0,411.7142857142857,0.5,0.45666666666666667,,1.83,79.0,right-handed,,308415,Colombia,198,196,201,0.15902632555499963,0.1592834878429197,0.15864693436001365,0.5,0.5,0.5,0.5,5.318790077563423,3.7248446158651447,0.7223828335139473,0.466098068447547,0.30215417985420356,10,1.0,1.0,1.0,245.78571428571428,0.8,0.45666666666666667,-203,0,-0.020000000000000018,-2.5859958813177775,0.5070178725535963,0.07144034327961235,-0.12464445045078942,-0.04702772698975549,0.0,0.10356107407234627,-0.035140396602170054
14807169,2025-10-09,"Cali, Colombia",0.4,Red clay,299765,Gonzalo Bueno,189540,Hady Habib,1,3,10,9,0.05,2.0,1.73,1.1560693641618498,2,0,2,1.0,0.3423719528896193,1.0,0.32180209171359614,0.6781979082864039,,1.73,73.0,right-handed,,145247,Peru,241,234,259,0.1542068333451603,0.15491096138051502,0.15251276845908307,0.5,0.5,0.5,0.5,6.327801317179415,2.5814061783769677,0.5698137647395525,0.3318423773449711,0.44504055871105586,10,1.0,1.0,1.0,263.6111111111111,0.6666666666666666,0.45666666666666667,,1.88,88.0,right-handed,,421577,Lebanon,175,167,174,0.1622116330120639,0.16345227384350292,0.16236256234418467,0.5,0.5,0.5,0.5,5.821200416200469,3.842916823389171,0.6449660243776166,0.4121124101539759,0.35158199507377114,10,1.0,1.0,1.0,245.5,0.75,0.45666666666666667,-66,0,0.1499999999999999,-0.5066009009789463,1.2615106450122031,0.07515225963806416,0.08027003280900485,-0.09345856363728472,0.0,0.09729037168508581,0.03190558314078362
14807168,2025-10-09,"Cali, Colombia",0.4,Red clay,132834,Tomas Barrios Vera,333081,Luciano Emanuel Ambrogi,1,3,10,9,0.05,1.22,4.0,0.305,2,0,2,1.0,0.3423719528896193,1.0,0.9206145966709347,0.0793854033290653,,1.91,88.0,right-handed,2014,1167864,Chile,137,133,103,0.16891946317548542,0.1697692239002973,0.17747082461089012,0.5,0.5,0.5,0.5,6.7955000849918985,1.3867725839918505,0.7205061372189822,0.4577829262902817,0.3141704557933434,10,1.0,1.0,1.0,262.0,1.0,0.45666666666666667,,1.88,77.0,right-handed,,73057,Argentina,447,443,309,0.14079433301097705,0.14097274467121187,0.14851467627684695,0.5,0.5,0.5,0.5,3.3988217790461004,3.282731673971792,0.613502163969397,0.40283788280059635,0.43005915720678956,10,1.0,1.0,1.0,480.0,0.3333333333333333,0.45666666666666667,310,0,-0.030000000000000027,-3.396678305945798,1.8959590899799417,-0.1070039732495851,-0.054945043489685375,0.11588870141344615,0.0,0.02638646372881226,-0.06887057310018219
14807082,2025-10-10,"Hersonissos 5, Greece",0.4,Hardcourt outdoor,321948,Eliakim Coulibaly,91240,Ryan Peniston,0,3,10,10,0.05,2.1,1.67,1.25748502994012,0,1,1,0.0,0.0,0.7934567085261071,0.2771164021164021,0.7228835978835979,,1.83,80.0,left-handed,,101145,Côte d'Ivoire,305,298,306,0.14880262006308673,0.1493185069037774,0.1487301766597142,0.5,0.5,0.5,0.5,7.841138379906056,2.427314210575258,0.5832281106517093,0.5780982455891843,0.2531700177480366,10,1.0,1.0,1.0,304.375,0.25,0.45666666666666667,,1.8,75.0,left-handed,,689632,United Kingdom,224,219,118,0.15596618901174006,0.15651725982871706,0.17328966406522253,0.5,0.5,0.5,0.5,7.199282536161751,1.5492398141447183,0.6079230683425163,0.5108580894491018,0.2897563303328994,10,1.0,1.0,1.0,406.15,0.0,0.45666666666666667,-81,0,-0.030000000000000027,-0.6418558437443052,-0.8780743964305397,0.024694957690806985,-0.0672401561400825,0.03658631258486278,0.0,-0.022540461807328827,-0.020386882911149096
14807081,2025-10-10,"Hersonissos 5, Greece",0.4,Hardcourt outdoor,267242,Harry Wendelken,372310,Hynek Barton,0,3,10,10,0.05,2.63,1.44,1.8263888888888888,0,1,1,0.0,0.0,0.7934567085261071,0.11101694915254237,0.8889830508474577,,1.78,68.0,right-handed,,94482,United Kingdom,459,446,406,0.14027113998843715,0.14083874354904813,0.14272760410736185,0.5,0.5,0.5,0.5,6.3449686076791645,2.5231603338636055,0.6685669606334698,0.5364436814520727,0.32391510959399483,10,1.0,1.0,1.0,458.8888888888889,0.5,0.45666666666666667,,1.83,72.0,right-handed,,90393,Czechia,300,295,195,0.14916951792223604,0.1495444422495015,0.15941337005752285,0.5,0.5,0.5,0.5,7.892611160262481,3.5192616192423847,0.6558618655098635,0.5354177257572065,0.2832480721363875,10,1.0,1.0,1.0,326.125,0.3333333333333333,0.45666666666666667,-159,0,0.050000000000000044,1.5476425525833166,0.9961012853787792,-0.012705095123606291,-0.0010259556948661874,-0.04066703745760736,0.0,-0.006368377315948193,0.01073828495072271
14807089,2025-10-10,"Hersonissos 5, Greece",0.4,Hardcourt outdoor,54955,Kimmer Coppejans,44547,Radu Albot,1,3,10,10,0.05,1.5,2.5,0.6,2,0,2,1.0,0.3423719528896193,1.0,0.8934426229508197,0.10655737704918032,,1.78,71.0,right-handed,2014,1209128,Belgium,183,183,180,0.16104392141085722,0.16104392141085722,0.16147375544143414,0.5,0.5,0.5,0.5,5.976855876749364,2.352235003984416,0.6384058588052178,0.4652297448313103,0.32385552536996365,10,1.0,1.0,1.0,219.9,0.8,0.45666666666666667,,1.75,68.0,right-handed,2008,4762357,Moldova,560,517,249,0.13646405932709194,0.13796827879109658,0.15343417373103452,0.5,0.5,0.5,0.5,6.45950045094577,2.6357910425750477,0.6728017321025667,0.4685392278801406,0.25436562443813937,10,1.0,1.0,1.0,487.7647058823529,1.0,0.45666666666666667,377,0,-0.030000000000000027,0.4826445741964056,0.2835560385906315,0.034395873297348833,0.003309483048830275,-0.06948990093182428,0.0,0.03413889363446232,0.14974459037933963
